bldgid,district,boro,school,programcategory,source,geom,cd,school_district
K309,16,K,P.S. 309,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000BCBDDCAE297B52C0E1C6E9B213584440,303,16
K224,19,K,P.S. 224,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000D9621874757752C032A0FFB002554440,305,19
K224,19,K,P.S. 224,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D9621874757752C032A0FFB002554440,305,19
K224,19,K,P.S. 224,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000D9621874757752C032A0FFB002554440,305,19
K781,78K,K,WEST BROOKLYN COMMUNITY HS,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000FA9052797F7F52C01CFA0C5644524440,312,15
K781,78K,K,WEST BROOKLYN COMMUNITY HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000FA9052797F7F52C01CFA0C5644524440,312,15
K994,78K,K,BEDFORD ACADEMY,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000454D705E097D52C08600CF60BC574440,303,13
K108,19,K,P.S. 108,Student Toilets,sca_cp_added_projects,0101000020E6100000A8E5592E997852C0CB772DAB34574440,305,19
K108,19,K,P.S. 108,Playgrounds,sca_cp_added_projects,0101000020E6100000A8E5592E997852C0CB772DAB34574440,305,19
K108,19,K,P.S. 108,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A8E5592E997852C0CB772DAB34574440,305,19
K108,19,K,P.S. 108,Technology,sca_cp_added_projects,0101000020E6100000A8E5592E997852C0CB772DAB34574440,305,19
K244,18,K,P.S. 244,Roofs,sca_cp_added_projects,0101000020E610000016A00AED3C7B52C0AC6536D0EC524440,317,18
K244,18,K,P.S. 244,Parapets,sca_cp_added_projects,0101000020E610000016A00AED3C7B52C0AC6536D0EC524440,317,18
K244,18,K,P.S. 244,Lighting Fixtures,sca_cp_added_projects,0101000020E610000016A00AED3C7B52C0AC6536D0EC524440,317,18
K244,18,K,P.S. 244,Flood Elimination,sca_cp_added_projects,0101000020E610000016A00AED3C7B52C0AC6536D0EC524440,317,18
K244,18,K,P.S. 244,Windows,sca_cp_added_projects,0101000020E610000016A00AED3C7B52C0AC6536D0EC524440,317,18
K470,78K,K,GEORGE W. WINGATE HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000EBF64CCB657C52C020912A9C50544440,309,17
K470,78K,K,GEORGE W. WINGATE HS,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000EBF64CCB657C52C020912A9C50544440,309,17
K470,78K,K,GEORGE W. WINGATE HS,Student Toilets,sca_cp_added_projects,0101000020E6100000EBF64CCB657C52C020912A9C50544440,309,17
K470,78K,K,GEORGE W. WINGATE HS,Exterior Masonry,sca_cp_added_projects,0101000020E6100000EBF64CCB657C52C020912A9C50544440,309,17
K220,20,K,I.S. 220,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000AC64E57D148052C08C9BFB400C524440,312,20
K220,20,K,I.S. 220,Science Lab Upgrades,sca_cp_added_projects,0101000020E6100000AC64E57D148052C08C9BFB400C524440,312,20
K096,21,K,I.S. 96,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000572B6C000A7F52C096A3CB67D74D4440,311,21
K096,21,K,I.S. 96,Electrical Systems,sca_cp_added_projects,0101000020E6100000572B6C000A7F52C096A3CB67D74D4440,311,21
K313,78K,K,ADAMS STREET EDUCATIONAL CAMPUS,Accessibility,sca_cp_added_projects,0101000020E6100000C63A15AE407F52C09A5E6C94E9584440,302,13
K100,21,K,P.S. 100,Student Toilets,sca_cp_added_projects,0101000020E61000006C671332227E52C0F1C12F3BEE494440,313,21
K100,21,K,P.S. 100,Lighting Fixtures,sca_cp_added_projects,0101000020E61000006C671332227E52C0F1C12F3BEE494440,313,21
K860,18,K,P.S. 219 ANNEX,Electrical Systems,sca_cp_added_projects,0101000020E6100000A7831B5FEB7A52C04A43C42477544440,317,18
K860,18,K,P.S. 219 ANNEX,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A7831B5FEB7A52C04A43C42477544440,317,18
K084,14,K,P.S. 84,Electrical Systems,sca_cp_added_projects,0101000020E6100000842C5058AF7D52C01F96B325885B4440,301,14
K460,78K,K,JOHN JAY HS,Student Toilets,sca_cp_added_projects,0101000020E6100000CC898426A17E52C0A1EAB954AA554440,306,15
K460,78K,K,JOHN JAY HS,School Improvement and Restructuring,sca_cp_added_projects,0101000020E6100000CC898426A17E52C0A1EAB954AA554440,306,15
K460,78K,K,JOHN JAY HS,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000CC898426A17E52C0A1EAB954AA554440,306,15
K460,78K,K,JOHN JAY HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000CC898426A17E52C0A1EAB954AA554440,306,15
K460,78K,K,JOHN JAY HS,Auditorium  Upgrade,sca_cp_advanced_projects,0101000020E6100000CC898426A17E52C0A1EAB954AA554440,306,15
K151,32,K,P.S. 151,Student Toilets,sca_cp_added_projects,0101000020E610000034A072A1207A52C07BC9534CC2584440,304,32
K151,32,K,P.S. 151,Playgrounds,sca_cp_added_projects,0101000020E610000034A072A1207A52C07BC9534CC2584440,304,32
K112,20,K,P.S. 112,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000AF14A83C098052C033F13A07494F4440,311,20
K302,19,K,I.S. 302,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000FAF381A0967852C00501EDA8A9564440,305,19
K302,19,K,I.S. 302,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000FAF381A0967852C00501EDA8A9564440,305,19
K302,19,K,I.S. 302,Technology,sca_cp_added_projects,0101000020E6100000FAF381A0967852C00501EDA8A9564440,305,19
K302,19,K,I.S. 302,Science Lab Upgrades,sca_cp_added_projects,0101000020E6100000FAF381A0967852C00501EDA8A9564440,305,19
K302,19,K,I.S. 302,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000FAF381A0967852C00501EDA8A9564440,305,19
K302,19,K,I.S. 302,Technology,sca_cp_added_projects,0101000020E6100000FAF381A0967852C00501EDA8A9564440,305,19
K275,23,K,I.S. 275,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C037D8BF067A52C013F3B91EEC534440,316,23
K275,23,K,I.S. 275,Auditorium  Upgrade,sca_cp_advanced_projects,0101000020E6100000C037D8BF067A52C013F3B91EEC534440,316,23
K275,23,K,I.S. 275,Electrical Systems,sca_cp_added_projects,0101000020E6100000C037D8BF067A52C013F3B91EEC534440,316,23
K275,23,K,I.S. 275,Student Toilets,sca_cp_added_projects,0101000020E6100000C037D8BF067A52C013F3B91EEC534440,316,23
K399,17,K,P.S. 399,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000306FA406E87C52C0667763C5FA524440,317,17
K088,15,K,I.S. 88,Student Toilets,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K088,15,K,I.S. 88,Lighting Fixtures,sca_cp_advanced_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K088,15,K,I.S. 88,Boiler Conversion,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K088,15,K,I.S. 88,Climate Control,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K088,15,K,I.S. 88,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K088,15,K,I.S. 88,Student Toilets,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K845,15,K,P.S. 295,Roofs,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K845,15,K,P.S. 295,Parapets,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K845,15,K,P.S. 295,Gymnasium Upgrade,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K845,15,K,P.S. 295,Floors,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K845,15,K,P.S. 295,Exterior Masonry,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K845,15,K,P.S. 295,Reinforcing Support Elements,sca_cp_added_projects,0101000020E6100000065DFCFC467F52C0A80AB73294544440,307,15
K127,20,K,P.S. 127,Climate Control,sca_cp_added_projects,0101000020E6100000FD6D0DA82E8152C0E3769956D64F4440,310,20
K127,20,K,P.S. 127,Boiler Conversion,sca_cp_added_projects,0101000020E6100000FD6D0DA82E8152C0E3769956D64F4440,310,20
K127,20,K,P.S. 127,Boiler Conversion,sca_cp_added_projects,0101000020E6100000FD6D0DA82E8152C0E3769956D64F4440,310,20
K204,20,K,P.S. 204,Electrical Systems,sca_cp_added_projects,0101000020E61000004F248C92648052C027FB9E5D884E4440,311,20
K204,20,K,P.S. 204,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000004F248C92648052C027FB9E5D884E4440,311,20
K204,20,K,P.S. 204,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004F248C92648052C027FB9E5D884E4440,311,20
K204,20,K,P.S. 204,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004F248C92648052C027FB9E5D884E4440,311,20
K204,20,K,P.S. 204,Domestic Piping,sca_cp_added_projects,0101000020E61000004F248C92648052C027FB9E5D884E4440,311,20
K111,32,K,I.S. 111,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000F732E153637B52C05BC5A928B4594440,304,32
K111,32,K,I.S. 111,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000F732E153637B52C05BC5A928B4594440,304,32
K111,32,K,I.S. 111,Electrical Systems,sca_cp_added_projects,0101000020E6100000F732E153637B52C05BC5A928B4594440,304,32
K422,78K,K,SPRING CREEK EDUCATIONAL CAMPUS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000440C939EF07752C083FBE45621544440,305,19
K307,13,K,P.S. 307,Electrical Systems,sca_cp_added_projects,0101000020E61000002FE1C055D47E52C013FC3A8DD3594440,302,13
K307,13,K,P.S. 307,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000002FE1C055D47E52C013FC3A8DD3594440,302,13
K307,13,K,P.S. 307,Roofs,sca_cp_added_projects,0101000020E61000002FE1C055D47E52C013FC3A8DD3594440,302,13
K307,13,K,P.S. 307,Student Toilets,sca_cp_added_projects,0101000020E61000002FE1C055D47E52C013FC3A8DD3594440,302,13
K307,13,K,P.S. 307,Parapets,sca_cp_added_projects,0101000020E61000002FE1C055D47E52C013FC3A8DD3594440,302,13
K250,14,K,P.S. 250,Student Toilets,sca_cp_added_projects,0101000020E6100000DDF809A8857C52C05DD75F73755A4440,301,14
K250,14,K,P.S. 250,Electrical Systems,sca_cp_added_projects,0101000020E6100000DDF809A8857C52C05DD75F73755A4440,301,14
K305,13,K,P.S. 305,Student Toilets,sca_cp_added_projects,0101000020E610000007513BCC867C52C01F528A7EC3574440,303,13
K305,13,K,P.S. 305,Electrical Systems,sca_cp_added_projects,0101000020E610000007513BCC867C52C01F528A7EC3574440,303,13
K377,32,K,P.S. 377,Exterior Masonry,sca_cp_added_projects,0101000020E6100000A5EEB5F7917A52C059E59FFDC5584440,304,32
K377,32,K,P.S. 377,Playgrounds,sca_cp_added_projects,0101000020E6100000A5EEB5F7917A52C059E59FFDC5584440,304,32
K377,32,K,P.S. 377,Roofs,sca_cp_added_projects,0101000020E6100000A5EEB5F7917A52C059E59FFDC5584440,304,32
K377,32,K,P.S. 377,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000A5EEB5F7917A52C059E59FFDC5584440,304,32
K377,32,K,P.S. 377,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000A5EEB5F7917A52C059E59FFDC5584440,304,32
K068,18,K,I.S. 68,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000A5F76B61517A52C06D0FC18454514440,318,18
K068,18,K,I.S. 68,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A5F76B61517A52C06D0FC18454514440,318,18
K068,18,K,I.S. 68,Air Conditioning Split System,sca_cp_added_projects,0101000020E6100000A5F76B61517A52C06D0FC18454514440,318,18
K068,18,K,I.S. 68,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A5F76B61517A52C06D0FC18454514440,318,18
K022,17,K,P.S. 22,Climate Control,sca_cp_added_projects,0101000020E61000009DBA5AC4717D52C0190A1F92AA564440,308,17
K022,17,K,P.S. 22,Electrical Systems,sca_cp_added_projects,0101000020E61000009DBA5AC4717D52C0190A1F92AA564440,308,17
K254,22,K,P.S. 254,Interior Spaces,sca_cp_cancelled_projects,0101000020E6100000CA88D038E67C52C009DA2349A94B4440,315,22
K254,22,K,P.S. 254,Roofs,sca_cp_added_projects,0101000020E6100000CA88D038E67C52C009DA2349A94B4440,315,22
K254,22,K,P.S. 254,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000CA88D038E67C52C009DA2349A94B4440,315,22
K254,22,K,P.S. 254,Climate Control,sca_cp_added_projects,0101000020E6100000CA88D038E67C52C009DA2349A94B4440,315,22
K254,22,K,P.S. 254,Climate Control,sca_cp_cancelled_projects,0101000020E6100000CA88D038E67C52C009DA2349A94B4440,315,22
K033,14,K,I.S. 33,Student Toilets,sca_cp_added_projects,0101000020E6100000888648FDA47C52C04A66154F2D594440,303,14
K033,14,K,I.S. 33,Mobile Science Cart,sca_cp_added_projects,0101000020E6100000888648FDA47C52C04A66154F2D594440,303,14
K027,15,K,P.S. 27,Parapets,sca_cp_added_projects,0101000020E6100000875F8667548052C0D83B40F3C5564440,306,15
K027,15,K,P.S. 27,Electrical Systems,sca_cp_added_projects,0101000020E6100000875F8667548052C0D83B40F3C5564440,306,15
K027,15,K,P.S. 27,Exterior Masonry,sca_cp_added_projects,0101000020E6100000875F8667548052C0D83B40F3C5564440,306,15
K027,15,K,P.S. 27,Student Toilets,sca_cp_added_projects,0101000020E6100000875F8667548052C0D83B40F3C5564440,306,15
K356,23,K,P.S. 156,Playgrounds,sca_cp_added_projects,0101000020E610000091A579C0BD7A52C0844EE7BE29554440,316,23
K356,23,K,P.S. 156,Heating Plant Upgrade,sca_cp_advanced_projects,0101000020E610000091A579C0BD7A52C0844EE7BE29554440,316,23
K356,23,K,P.S. 156,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000091A579C0BD7A52C0844EE7BE29554440,316,23
K356,23,K,P.S. 156,Climate Control,sca_cp_added_projects,0101000020E610000091A579C0BD7A52C0844EE7BE29554440,316,23
K213,19,K,P.S. 213,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000D751783DF57852C004A020C375544440,305,19
K213,19,K,P.S. 213,Playgrounds,sca_cp_added_projects,0101000020E6100000D751783DF57852C004A020C375544440,305,19
K213,19,K,P.S. 213,Electrical Systems,sca_cp_added_projects,0101000020E6100000D751783DF57852C004A020C375544440,305,19
K213,19,K,P.S. 213,Playgrounds,sca_cp_added_projects,0101000020E6100000D751783DF57852C004A020C375544440,305,19
K213,19,K,P.S. 213,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D751783DF57852C004A020C375544440,305,19
K145,32,K,P.S. 145,Student Toilets,sca_cp_added_projects,0101000020E6100000218A43A3AB7B52C035D8362AC1594440,304,32
K145,32,K,P.S. 145,Accessibility,sca_cp_added_projects,0101000020E6100000218A43A3AB7B52C035D8362AC1594440,304,32
K145,32,K,P.S. 145,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000218A43A3AB7B52C035D8362AC1594440,304,32
K145,32,K,P.S. 145,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000218A43A3AB7B52C035D8362AC1594440,304,32
K145,32,K,P.S. 145,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000218A43A3AB7B52C035D8362AC1594440,304,32
K145,32,K,P.S. 145,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000218A43A3AB7B52C035D8362AC1594440,304,32
K163,20,K,P.S. 163,Student Toilets,sca_cp_added_projects,0101000020E61000008D0CA2B77C8052C0D27BAF1DA54D4440,311,20
K807,20,K,P.S./ I.S. 163,Domestic Piping,sca_cp_advanced_projects,0101000020E61000008D0CA2B77C8052C0D27BAF1DA54D4440,311,20
K807,20,K,P.S./ I.S. 163,Domestic Piping,sca_cp_added_projects,0101000020E61000008D0CA2B77C8052C0D27BAF1DA54D4440,311,20
K763,15,K,P.S. 118 MAURICE SENDAK COMMUNITY SCHOOL,Electrical Systems,sca_cp_added_projects,0101000020E61000003E641EFE347F52C06F5E98AAE6554440,306,15
K763,15,K,P.S. 118 MAURICE SENDAK COMMUNITY SCHOOL,Lighting Fixtures,sca_cp_added_projects,0101000020E61000003E641EFE347F52C06F5E98AAE6554440,306,15
K763,15,K,P.S. 118 MAURICE SENDAK COMMUNITY SCHOOL,Lighting Fixtures,sca_cp_added_projects,0101000020E61000003E641EFE347F52C06F5E98AAE6554440,306,15
K763,15,K,P.S. 118 MAURICE SENDAK COMMUNITY SCHOOL,Lighting Fixtures,sca_cp_cancelled_projects,0101000020E61000003E641EFE347F52C06F5E98AAE6554440,306,15
K852,22,K,P.S. 326,Student Toilets,sca_cp_added_projects,0101000020E61000007D60C47B687B52C02F19B4F86F504440,318,22
K303,21,K,I.S. 303,Library Upgrade,sca_cp_added_projects,0101000020E6100000A5480266347E52C0FE1D11BB904A4440,313,21
K303,21,K,I.S. 303,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000A5480266347E52C0FE1D11BB904A4440,313,21
K303,21,K,I.S. 303,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A5480266347E52C0FE1D11BB904A4440,313,21
K303,21,K,I.S. 303,Student Toilets,sca_cp_added_projects,0101000020E6100000A5480266347E52C0FE1D11BB904A4440,313,21
K178,23,K,P.S. 178,Windows,sca_cp_added_projects,0101000020E6100000F175A6FB947A52C0BCC27EF172564440,316,23
K178,23,K,P.S. 178,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000F175A6FB947A52C0BCC27EF172564440,316,23
K178,23,K,P.S. 178,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000F175A6FB947A52C0BCC27EF172564440,316,23
K178,23,K,P.S. 178,Flood Elimination,sca_cp_added_projects,0101000020E6100000F175A6FB947A52C0BCC27EF172564440,316,23
K178,23,K,P.S. 178,Exterior Masonry,sca_cp_added_projects,0101000020E6100000F175A6FB947A52C0BCC27EF172564440,316,23
K178,23,K,P.S. 178,Electrical Systems,sca_cp_added_projects,0101000020E6100000F175A6FB947A52C0BCC27EF172564440,316,23
K178,23,K,P.S. 178,Parapets,sca_cp_added_projects,0101000020E6100000F175A6FB947A52C0BCC27EF172564440,316,23
K138,17,K,P.S. 138,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000000F53746AE47C52C0BFAFBB1343564440,308,17
K138,17,K,P.S. 138,Lighting Fixtures,sca_cp_added_projects,0101000020E61000000F53746AE47C52C0BFAFBB1343564440,308,17
K138,17,K,P.S. 138,Student Toilets,sca_cp_added_projects,0101000020E61000000F53746AE47C52C0BFAFBB1343564440,308,17
K138,17,K,P.S. 138,Electrical Systems,sca_cp_added_projects,0101000020E61000000F53746AE47C52C0BFAFBB1343564440,308,17
K166,19,K,I.S. 166,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000017FB96FDAF7852C09064002A72544440,305,19
K166,19,K,I.S. 166,Student Toilets,sca_cp_added_projects,0101000020E610000017FB96FDAF7852C09064002A72544440,305,19
K113,13,K,I.S. 113,Student Toilets,sca_cp_added_projects,0101000020E61000002B0C21942C7E52C0E00542C728584440,302,13
K113,13,K,I.S. 113,Climate Control,sca_cp_added_projects,0101000020E61000002B0C21942C7E52C0E00542C728584440,302,13
K113,13,K,I.S. 113,Electrical Systems,sca_cp_added_projects,0101000020E61000002B0C21942C7E52C0E00542C728584440,302,13
M134,1,M,P.S. 134,Safety Systems,sca_cp_added_projects,0101000020E610000088BA8B90F77E52C04E95A3846C5B4440,103,1
M134,1,M,P.S. 134,Student Toilets,sca_cp_added_projects,0101000020E610000088BA8B90F77E52C04E95A3846C5B4440,103,1
K221,17,K,P.S. 221,Air Conditioning Split System,sca_cp_added_projects,0101000020E61000007C1FE6F4E57B52C0DA6FAD5D00554440,309,17
K286,75K,K,P.S. 811 (OLD P286),Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C7272634127C52C0E92D103BAA4B4440,315,22
K286,75K,K,P.S. 811 (OLD P286),Elevators and Escalators,sca_cp_added_projects,0101000020E6100000C7272634127C52C0E92D103BAA4B4440,315,22
K286,75K,K,P.S. 811 (OLD P286),Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C7272634127C52C0E92D103BAA4B4440,315,22
K390,17,K,I.S. 390,Playgrounds,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K390,17,K,I.S. 390,Playgrounds,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K390,17,K,I.S. 390,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K390,17,K,I.S. 390,Library Upgrade,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K390,17,K,I.S. 390,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K390,17,K,I.S. 390,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K390,17,K,I.S. 390,Electrical Systems,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K390,17,K,I.S. 390,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000649FD1F8FE7B52C08E3A2ED70B564440,308,17
K184,23,K,P.S. 184,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000CB528196EB7952C07DB55B7B87544440,316,23
K430,78K,K,BROOKLYN TECH HS,Kitchen Areas,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,Ventilation,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,Student Toilets,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,Heating Plant Upgrade,sca_cp_cancelled_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,Accessibility,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
K430,78K,K,BROOKLYN TECH HS,Boiler Conversion,sca_cp_added_projects,0101000020E6100000925AF9EA7D7E52C0C11E942A2E584440,302,13
